"fe_tsmp","amend_indicator","tbl_type","tbl_code","txtlnno","tbl_txt","origin"
"2012-06-29 08:09:00","I","SHOP","HMC",1,"CSD TEST SHED","2012-06-30_KBT009(12182).txt"
"2012-07-01 00:00:00","I","DOCS","A023LE",1,"Certificate of authenticity for high quality beef","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","TWD",1,"TAIWAN","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","BOB",1,"BOLIVIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","TOP",1,"TONGA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F011",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F318",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","MAD",1,"MOROCCO","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","IDR",1,"INDONESIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","CLP",1,"CHILE","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","CVE",1,"CAPE VERDE","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","EXCH","M00",1,"MONTHLY INDUSTRIAL EURO (EXCHANGE RATE FOR THE AGRICULTURAL SECTORS","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","UYU",1,"URUGUAY","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","BTN",1,"BHUTAN","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","DKK",1,"DENMARK","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","AED",1,"UNITED ARAB EMIRATES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","KMF",1,"COMOROS","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","ARS",1,"GENTINA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F428",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","RWF",1,"RWANDA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","RON",1,"ROMANIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","I","DOCS","A023LP",1,"Certificate of authenticity for high quality beef","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","HTG",1,"HAITI","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","I","DCDE","A023",1,"Certificate of authenticity for high quality beef","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","BDT",1,"BANGLADESH","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","I","DOCS","A023UE",1,"Certificate of authenticity for high quality beef","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","LAK",1,"LAO PEOPLE'S DEMOCRATIC REP","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F426",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","BBD",1,"BARBADOS","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","I","DOCS","A023AT",1,"Certificate of authenticity for high quality beef","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","MDL",1,"MOLDOVA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F431",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","IRR",1,"IRAN","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","THB",1,"THAILAND","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","FJD",1,"FIJI","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","ZAR",1,"SOUTH AFRICA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","PLN",1,"POLAND","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F013",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","XAF",1,"CFA FRANC","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F421",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F087",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","DJF",1,"DJIBOUTI","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","ETB",1,"ETHIOPIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","MNT",1,"MONGOLIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F016",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F434",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","BMD",1,"BERMUDA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F435",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","XOF",1,"WEST AFRICAN FRANC","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F424",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","PYG",1,"PARAGUAY","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F085",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","SOS",1,"SOMALIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","TRY",1,"TURKEY","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","EUR",1,"EURO","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","LSL",1,"LESOTHO","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F418",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","VND",1,"VIETNAM","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","CNY",1,"CHINA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","EXCH","X00",1,"MONTHLY INDUSTRIAL EURO (EXCHANGE RATE FOR THE AGRICULTURAL SECTORS)","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","STD",1,"SAO TOME & PRINCIPE","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","TZS",1,"TANZANIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","PEN",1,"PERU","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","I","DOCS","A023AS",1,"Certificate of authenticity for high quality beef","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","KPW",1,"NORTH KOREA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","MKD",1,"MACEDONIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","LTL",1,"LITHUANIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","RSD",1,"SERBIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","MVR",1,"MALDIVES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","SRG",1,"SURINAME","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F067",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","BWP",1,"BOTSWANA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","TND",1,"TUNISIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","GNF",1,"GUINEA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F083",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F074",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F015",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","CAD",1,"CANADA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F417",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","IQD",1,"IRAQ","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","ISK",1,"ICELAND","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","I","DOCS","A023AP",1,"Certificate of authenticity for high quality beef","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","HUF",1,"HUNGARY","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","LKR",1,"SRI LANKA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","BND",1,"BRUNEI DARUSSALAM","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","BSD",1,"BAHAMAS","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F422",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","MOP",1,"MACAU","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F317",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","PHP",1,"PHILLIPINES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","TJS",1,"TAJIKISTAN","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","YER",1,"YEMEN","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","MZN",1,"MOZAMBIQUE","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F321",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","KHR",1,"CAMBODIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","HKD",1,"HONG KONG","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","AUD",1,"AUSTRAILIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F018",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F086",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","SAR",1,"SAUDI ARABIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","JOD",1,"JORDAN","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","UAH",1,"UKRAINE","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F442",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","GHS",1,"GHANA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","I","DOCS","A023AG",1,"Certificate of authenticity for high quality beef","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","X016",1,"ADD - D'RAMS - KR","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","SZL",1,"SWAZILAND","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","BHD",1,"BAHRAIN","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","PAB",1,"PANAMA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","OMR",1,"OMAN","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F073",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","KGS",1,"KYRGYZ REP","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F420",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","I","DOCS","A023UA",1,"Certificate of authenticity for high quality beef","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F084",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","X014",1,"ADD - D'RAMS - KR","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","SDG",1,"SUDAN","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","BAM",1,"BOSNIA & HERZEGOVINA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","UGX",1,"UGANDA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","CZK",1,"CZECH REPUBLIC","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F017",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","VEF",1,"VENEZUELA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","JMD",1,"JAMAICA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","SEK",1,"SWEDEN","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU",2552,1,"ADDL CODE FOR HIGH QUALITY CEREALS WITH PROFILE C006","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","CHF",1,"SWITZERLAND","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","QAR",1,"QATAR","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F412",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","XPF",1,"CFP FRANC","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","MGA",1,"MADAGASCAR","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","I","DOCS","A023UP",1,"Certificate of authenticity for high quality beef","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F076",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","NGN",1,"NIGERIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","BGN",1,"BULGARIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","AWG",1,"ARUBA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","GMD",1,"GAMBIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","BRL",1,"BRAZIL","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F441",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","I","DOCS","A023US",1,"Certificate of authenticity for high quality beef","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","MXN",1,"MEXICO","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","SCR",1,"SEYCHELLES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","ZMK",1,"ZAMBIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F432",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","EXCH","R00",1,"MONTHLY INDUSTRIAL EURO (FORMALLY THE AGRICULTURAL 'GREEN' RATE","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","X012",1,"D RAMS - ADD - KR","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","DZD",1,"ALGERIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F419",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F433",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","LYD",1,"LIBYA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","KYD",1,"CAYMAN ISLANDS","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","HNL",1,"HONDURAS","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","CRC",1,"COSTA RICA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","RUB",1,"RUSSIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","TTD",1,"TRINIDAD & TOBAGO","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","AMD",1,"ARMENIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","HRK",1,"CROATIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","GYD",1,"GUYANA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","CUP",1,"CUBA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","COP",1,"COLOMBIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","I","DOCS","A023XA",1,"Certificate of authenticity for high quality beef","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","INR",1,"INDIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","ERN",1,"ERITREA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","AFN",1,"AFGHANISTAN","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","X015",1,"ADD - D'RAMS - KR","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","MYR",1,"MALAYSIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F411",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F075",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","GTQ",1,"GUATEMALA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F414",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","KWD",1,"KUWAIT","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","BIF",1,"BURUNDI","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","I","DOCS","A023AE",1,"Certificate of authenticity for high quality beef","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","DOP",1,"DOMINICAN REPUBLIC","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","NIO",1,"NICARAGUA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","EXCH","I00",1,"MONTHLY INDUSTRIAL EURO (EXCHANGE FOR AGRICULTURAL & INDUSTRIAL AREAS)","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","MRO",1,"MAURITANIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","X010",1,"ADD FOR D'RAMS - KR","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F429",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F019",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","MWK",1,"MALAWI","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","WST",1,"SAMOA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","BYR",1,"BELARUS","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","NOK",1,"NORWAY","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","SLL",1,"SIERRA LEONE","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","AOA",1,"ANGOLA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","MUR",1,"MAURITIUS","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","AZN",1,"AZERBAIJAN","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F427",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","X013",1,"ADD - D'RAMS - KR","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","I","DOCS","A023GE",1,"Certificate of authenticity for high quality beef","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","I","DOCS","A023AF",1,"Certificate of authenticity for high quality beef","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","VUV",1,"VANUATU","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","ALL",1,"ALBANIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F068",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","EGP",1,"EGYPT","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU",2550,1,"NEW CODE FOR CAP","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","NPR",1,"NEPAL","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","SGD",1,"SINGAPORE","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","NZD",1,"NEW ZEALAND","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F012",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","BZD",1,"BELIZE","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","LRD",1,"LIBERIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","KRW",1,"SOUTH KOREA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","TMT",1,"TURKMENISTAN","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","UZS",1,"UZBEKISTAN","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","PGK",1,"PAPUA NEW GUINEA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F413",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","USD",1,"UNITED STATES OF AMERICA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","XCD",1,"EAST CARRIBEAN DOLLAR","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","I","DOCS","A023GP",1,"Certificate of authenticity for high quality beef","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F425",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F450",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","SYP",1,"SYRIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","KES",1,"KENYA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","JPY",1,"JAPAN","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","F069",1,"FISH REFERENCE PRICES","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","GEL",1,"GEORGIA","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","ZWL",1,"ZIMBABWE","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","ECSU","X011",1,"ADD - D'RAMS FOR KR","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","SVC",1,"EL SALVADOR","2012-07-02_KBT009(12184).txt"
"2012-07-01 00:00:00","U","CURR","KZT",1,"KAZAKHSTAN","2012-07-02_KBT009(12184).txt"
